Address,City/Town,State,ZIP Code,County/Parish,Latitude,Longitude
1315 ROBERTS STREET,CAMDEN,SC,29020,KERSHAW,34.25326805,-80.5908766506258
300 SINGLETON RIDGE ROAD,CONWAY,SC,29526,HORRY,33.784977850000004,-79.00064338457499
555 E CHEVES ST BOX 8700,FLORENCE,SC,29506,FLORENCE,34.1984435,-79.7671658
2669 KINARD ST PO BOX 497,NEWBERRY,SC,29108,NEWBERRY,34.3266879,-81.5830086
2829 E HWY 76,MULLINS,SC,29574,MARION,34.18699195,-79.32524228306082
2095 HENRY TECKLENBURG DRIVE,CHARLESTON,SC,29414,CHARLESTON,32.808970900000006,-80.04174956014879
955 RIBAUT RD,BEAUFORT,SC,29902,BEAUFORT,32.41680315,-80.68731507468644
129 N WASHINGTON ST,SUMTER,SC,29150,SUMTER,33.9233581,-80.34290084585247
1325 SPRING STREET,GREENWOOD,SC,29646,GREENWOOD,34.175167900000005,-82.15707922198115
595 WEST CAROLINA AVENUE,VARNVILLE,SC,29944,HAMPTON,32.85289455,-81.09005062063677
2720 SUNSET BLVD,WEST COLUMBIA,SC,29169,LEXINGTON,34.007030650000004,-81.11383093645188
701 GROVE ROAD,GREENVILLE,SC,29605,GREENVILLE,34.81959795,-82.41041757935365
9330 MEDICAL PLAZA DR,CHARLESTON,SC,29406,CHARLESTON,32.97603015,-80.07314591743759
25 HOSPITAL CENTER BLVD,HILTON HEAD ISLAND,SC,29925,BEAUFORT,32.22071160395595,-80.71385163790418
302 UNIVERSITY PARKWAY,AIKEN,SC,29801,AIKEN,33.57094635,-81.76308367406241
809 82ND PARKWAY,MYRTLE BEACH,SC,29572,HORRY,33.7580795,-78.81947043551197
1330 TAYLOR AT MARION ST,COLUMBIA,SC,29220,RICHLAND,34.000754,-81.0352313
316 CALHOUN ST,CHARLESTON,SC,29401,CHARLESTON,32.78266495,-79.94908809987882
2000 HOSPITAL DR,MOUNT PLEASANT,SC,29464,CHARLESTON,32.820470150000006,-79.85044223160341
805 PAMPLICO HWY BOX 100550,FLORENCE,SC,29505,FLORENCE,34.1984435,-79.7671658
4070 HWY 17,MURRELLS INLET,SC,29576,HORRY,33.57063318344358,-79.0317447095575
1 Pinckney Blvd,Beaufort,SC,29902,BEAUFORT,32.39373,-80.685079
1000 MEDICAL CENTER DRIVE,HARDEEVILLE,SC,29927,JASPER,32.315069300000005,-81.05390586040045
175 PATEWOOD DRIVE,GREENVILLE,SC,29615,GREENVILLE,34.851710100000005,-82.3271488503794
250 WESTMORELAND ROAD,GREER,SC,29651,GREENVILLE,34.9381361,-82.2272119
3510 HIGHWAY 17 NORTH SUITE 140,MOUNT PLEASANT,SC,29466,CHARLESTON,32.7940651,-79.8625851
3655 MITCHELL STREET,LORIS,SC,29569,HORRY,34.05753,-78.89847
400 PALMETTO HEALTH PARKWAY,COLUMBIA,SC,29212,LEXINGTON,34.000754,-81.0352313
711 CHESTERFIELD HIGHWAY,CHERAW,SC,29520,CHESTERFIELD,34.69498085,-79.91968361569982
322 WEST SOUTH STREET,UNION,SC,29379,UNION,34.7123931,-81.62929901086534
10 EAST HOSPITAL STREET,MANNING,SC,29102,CLARENDON,33.687042149999996,-80.21074657475427
300  CALLEN BLVD,SUMMERVILLE,SC,29486,DORCHESTER,33.0186699,-80.1762704
6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,33.9748962,-80.95984687088455
109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,32.783691899999994,-79.95368659965615
1787 ALLENDALE FAIRFAX RD,FAIRFAX,SC,29827,ALLENDALE,32.9585379,-81.2372124
420 THOMSON CIRCLE,ABBEVILLE,SC,29620,ABBEVILLE,34.1574232,-82.38168865814633
300 RIDGE MEDICAL PLAZA,EDGEFIELD,SC,29824,EDGEFIELD,33.77859155,-81.93023097531847
950 WEST FARIS ROAD,GREENVILLE,SC,29605,GREENVILLE,34.81725145,-82.41300427442857
401 9TH AVENUE NW  POST OFFICE BOX 1210,WATERTOWN,SD,57201,CODINGTON,44.899211,-97.115289
300 22ND AVE,BROOKINGS,SD,57006,BROOKINGS,44.30728405,-96.76663390619655
501 SUMMIT ST,YANKTON,SD,57078,YANKTON,42.87328005,-97.40820400931148
305 S STATE ST  POST OFFICE BOX 4450,ABERDEEN,SD,57401,BROWN,45.4649805,-98.487813
801 E SIOUX,PIERRE,SD,57501,HUGHES,44.36447700865491,-100.34976601317327
1325 S CLIFF AVE,SIOUX FALLS,SD,57117,MINNEHAHA,43.5339177,-96.7149049014607
1305 W 18TH ST  POST OFFICE BOX 5039,SIOUX FALLS,SD,57117,MINNEHAHA,43.5476008,-96.7293629
113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,44.41241425,-103.4711717201106
1440 N MAIN ST,SPEARFISH,SD,57783,LAWRENCE,44.498470749999996,-103.86065055810784
2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,43.5310357,-96.755536
353 FAIRMONT BLVD,RAPID CITY,SD,57701,PENNINGTON,44.056453149999996,-103.22523956525582
400 SOLDIER CREEK ROAD,ROSEBUD,SD,57570,TODD,43.283398397850306,-100.87058636578915
600 N SIOUX POINT ROAD,DAKOTA DUNES,SD,57049,UNION,42.5039418498454,-96.49578941994365
910 EAST 20TH STREET,SIOUX FALLS,SD,57105,MINNEHAHA,43.5357509,-96.71506603797647
216 ANAMARIA DR,RAPID CITY,SD,57703,PENNINGTON,44.046256099999994,-103.22352236168845
651 CATHEDRAL DRIVE,RAPID CITY,SD,57701,PENNINGTON,44.05866195,-103.22888342061451
4500 W 69TH ST,SIOUX FALLS,SD,57108,LINCOLN,43.4906464,-96.78044358326602
2905 3RD AVE SE,ABERDEEN,SD,57402,BROWN,45.4629555,-98.445834
EAST HIGHWAY 18,PINE RIDGE,SD,57770,OGLALA LAKOTA COUNTY,43.028378,-102.552263
323 SW 10TH ST,MADISON,SD,57042,LAKE,43.992968437127715,-97.11718246691065
1300 OAK STREET  POST OFFICE BOX 100,FAULKTON,SD,57438,FAULK,45.034974,-99.123998
606 EAST GARFIELD,GETTYSBURG,SD,57442,POTTER,45.01297385,-99.94612659695031
708 8TH ST,ARMOUR,SD,57313,DOUGLAS,43.32549865,-98.34528298527117
601 E 7TH ST  POST OFFICE BOX 200,PLATTE,SD,57369,CHARLES MIX,43.38694,-98.84453
701 THIRD AVENUE SOUTH,CLEAR LAKE,SD,57226,DEUEL,44.7563908,-96.6848271
200 J AVE POST OFFICE BOX 517,EUREKA,SD,57437,MC PHERSON,45.769426,-99.619563
809 JACKSON,BURKE,SD,57523,GREGORY,43.18196655,-99.29410840100113
214 NORTH PRAIRIE STREET,FLANDREAU,SD,57028,MOODY,44.051248900000004,-96.59156020992982
1401 W FIRST ST POST OFFICE BOX 489,WEBSTER,SD,57274,DAY,45.33218,-97.520089
413 9TH STREET,BRITTON,SD,57430,MARSHALL,45.7884275,-97.74586845
510 E 8TH ST  POST OFFICE BOX 370,FREEMAN,SD,57029,HUTCHINSON,43.352487,-97.437286
102 MAJOR ALLEN   POST OFFICE BOX 70D,MARTIN,SD,57551,BENNETT,43.17265,-101.7325257
513 3RD ST SW,WAGNER,SD,57380,CHARLES MIX,43.07824535,-98.30185665
111 W 10TH AVE  POST OFFICE BOX 420,REDFIELD,SD,57469,SPINK,44.87581,-98.518706
600 BILLARS ST,SCOTLAND,SD,57059,BON HOMME,43.1491155,-97.72882676638307
8001 W 5TH  POST OFFICE BOX 556,BOWDLE,SD,57428,EDMUNDS,45.453038,-99.654007
503 W PINE  POST OFFICE BOX 790,PHILIP,SD,57567,HAAKON,44.039433,-101.665144
61 CHARLES STREET,DEADWOOD,SD,57732,LAWRENCE,44.36960235,-103.72846918091966
2140 JUNCTION AVE,STURGIS,SD,57785,MEADE,44.402527899999995,-103.50770326699374
1201 HIGHWAY 71 SOUTH,HOT SPRINGS,SD,57747,FALL RIVER,43.417398,-103.47964315477105
1220 MONTGOMERY STREET,CUSTER,SD,57730,CUSTER,43.77223205,-103.59007458813497
604 1ST ST NE,WESSINGTON SPRINGS,SD,57382,JERAULD,44.081118849999996,-98.56372522429518
1401 10TH AVE WEST,MOBRIDGE,SD,57601,WALWORTH,45.54637185,-100.4496518286856
301 FLYNN DRIVE,MILBANK,SD,57252,GRANT,45.219131,-96.635617
410 W 16TH AVE,TYNDALL,SD,57066,BON HOMME,42.9915655,-97.86734964844862
315 N WASHINGTON AVE  POST OFFICE BOX 368,VIBORG,SD,57070,TURNER,43.170266,-97.081441
300 S BYRON,CHAMBERLAIN,SD,57325,BRULE,43.7859747,-99.32514051933792
401 WEST GLYNN DRIVE,PARKSTON,SD,57366,HUTCHINSON,43.3995851,-97.9914836537544
909 N IOWA AVE,DELL RAPIDS,SD,57022,MINNEHAHA,43.8231502,-96.7127104
306 PRAIRIE AVENUE SW  POST OFFICE BOX 160,DE SMET,SD,57231,KINGSBURY,44.38747,-97.550354
440 NORTH HIAWATHA DRIVE,CANTON,SD,57013,LINCOLN,43.304351350000005,-96.55773575700331
745 EAST 8TH STREET,WINNER,SD,57580,TRIPP,43.3705122,-99.84709228758157
172 FOURTH STREET SE,HURON,SD,57350,BEADLE,44.36308,-98.214388
20 SOUTH PLUM STREET,VERMILLION,SD,57069,CLAY,42.778049949999996,-96.91923975
300 W 5TH ST,MILLER,SD,57362,HAND,44.52005525,-98.99166452348763
110 S LOGAN AVE,GREGORY,SD,57533,GREGORY,43.22723980153165,-99.42319306162736
205 ORCHARD DR,SISSETON,SD,57262,ROBERTS,45.65717965,-97.04991220245037
525 N FOSTER,MITCHELL,SD,57301,DAVISON,43.71482695,-98.00710407500358
24276 166TH AIRPORT ROAD,EAGLE BUTTE,SD,57625,DEWEY,45.000375,-101.234324
2501 W 26TH ST,SIOUX FALLS,SD,57105,MINNEHAHA,43.5287213,-96.7554952
2030 TEMPLE HILL ROAD,ERWIN,TN,37650,UNICOI,36.11830725,-82.44456899608619
620 SKYLINE DRIVE,JACKSON,TN,38301,MADISON,35.6374198,-88.83199047553106
555 HARTSVILLE PIKE,GALLATIN,TN,37066,SUMNER,36.3897223,-86.43365026345566
3441 DICKERSON PIKE,NASHVILLE,TN,37207,DAVIDSON,36.24509875,-86.74954574966986
481 INTERSTATE DRIVE,MANCHESTER,TN,37355,COFFEE,35.4972265,-86.07851725923871
200 W CHURCH ST,LEXINGTON,TN,38351,HENDERSON,35.654187,-88.398476
421 S MAIN ST,CROSSVILLE,TN,38555,CUMBERLAND,35.9437814,-85.02178533048297
103 J V MANGUBAT DR,WAYNESBORO,TN,38485,WAYNE,35.324947550000005,-87.75664323410344
907 E LAMAR ALEXANDER PARKWAY,MARYVILLE,TN,37804,BLOUNT,35.75674325,-83.95893133575322
ONE MEDICAL PARK BLVD,BRISTOL,TN,37620,SULLIVAN,36.585533065694314,-82.25205266209021
1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,KNOX,35.940071,-83.94347854130234
631 RB WILSON DR,HUNTINGDON,TN,38344,CARROLL,36.0006178,-88.4281063
130 WEST RAVINE ROAD,KINGSPORT,TN,37662,SULLIVAN,36.5527910494096,-82.55362007058514
1501 WEST ELK AVENUE,ELIZABETHTON,TN,37643,CARTER,36.345404099999996,-82.24971566546611
1265 E COLLEGE ST,PULASKI,TN,38478,GILES,35.1895369,-87.00408088522963
4321 CAROTHERS PARKWAY,FRANKLIN,TN,37067,WILLIAMSON,35.91634575,-86.82021825851172
908 W 4TH NORTH ST,MORRISTOWN,TN,37814,HAMBLEN,36.2129967,-83.30499899228786
8045 ROANE MEDICAL CENTER DRIVE,HARRIMAN,TN,37748,ROANE,35.88838035,-84.55520516213006
851 LOCUST STREET,ROGERSVILLE,TN,37857,HAWKINS,36.4000583,-83.013995098831
923 EAST CENTRAL AVENUE,LA FOLLETTE,TN,37766,CAMPBELL,36.38926275,-84.1117211543052
990 OAK RIDGE TURNPIKE BOX 529,OAK RIDGE,TN,37830,ANDERSON,36.0103562,-84.2696449
651 DUNLOP LANE,CLARKSVILLE,TN,37040,MONTGOMERY,36.582676,-87.27081002541681
1211 MEDICAL CENTER DRIVE,NASHVILLE,TN,37232,DAVIDSON,36.14092375,-86.80163418092431
111 HIGHWAY 70 EAST,DICKSON,TN,37055,DICKSON,36.1459327,-87.3480592
6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,SHELBY,35.12865085,-89.86071256181081
1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,SHELBY,35.1460249,-90.0517638
1420 TUSCULUM BOULEVARD,GREENEVILLE,TN,37745,GREENE,36.1739592,-82.79049476865143
1700 MEDICAL CENTER PARKWAY,MURFREESBORO,TN,37129,RUTHERFORD,35.8607444,-86.424363378554
110 HOSPITAL DRIVE,JEFFERSON CITY,TN,37760,JEFFERSON,36.106782949999996,-83.51933709501115
1850 OLD KNOXVILLE HIGHWAY,TAZEWELL,TN,37879,CLAIBORNE,36.440713845438374,-83.59460597522082
185 HOSPITAL ROAD,WINCHESTER,TN,37398,FRANKLIN,35.176645199999996,-86.08952029184576
1 MEDICAL CENTER BOULEVARD,COOKEVILLE,TN,38501,PUTNAM,36.169757700000005,-85.5084137439575
4039 HIGHLAND ST,MILAN,TN,38358,GIBSON,35.91270405,-88.75399591376593
161 MOUNT PELIA RD,MARTIN,TN,38237,WEAKLEY,36.33437735,-88.86847617019697
400 N STATE OF FRANKLIN RD,JOHNSON CITY,TN,37604,WASHINGTON,36.30778825,-82.38419350436055
100 NORTHCREST DRIVE,SPRINGFIELD,TN,37172,ROBERTSON,36.478850800000004,-86.88650938683608
1114 W MADISON AVE,ATHENS,TN,37371,MC MINN,35.4428864,-84.5930113
400 EAST TICKLE STREET,DYERSBURG,TN,38024,DYER,36.04913865,-89.37963521716301
1224 TROTWOOD AVE,COLUMBIA,TN,38401,MAURY,35.6070949,-87.06643950285971
742 MIDDLECREEK ROAD,SEVIERVILLE,TN,37862,SEVIER,35.8672932,-83.5657167
"4220 HARDING RD, PO BOX 380",NASHVILLE,TN,37205,DAVIDSON,36.1622767,-86.7742984
304 WRIGHT ST,SWEETWATER,TN,37874,MONROE,35.600999849999994,-84.4644667989281
2525 DESALES AVE,CHATTANOOGA,TN,37404,HAMILTON,35.04312795,-85.25942746353982
106 MEDICAL CENTER BLVD,FAYETTEVILLE,TN,37334,LINCOLN,35.1500698,-86.55603927587417
975 E 3RD ST,CHATTANOOGA,TN,37403,HAMILTON,35.0488655,-85.29057173517488
935 WAYNE ROAD,SAVANNAH,TN,38372,HARDIN,35.22895735,-88.23024039441151
550 FORT LOUDON MEDICAL CENTER DR,LENOIR CITY,TN,37772,LOUDON,35.825050000000005,-84.27005509361257
1818 ALBION STREET,NASHVILLE,TN,37208,DAVIDSON,36.16654115,-86.80701809127982
7565 DANNAHER WAY POWELL,POWELL,TN,37849,KNOX,36.0317472,-84.0279677
1901 W CLINCH AVE,KNOXVILLE,TN,37916,KNOX,35.9603948,-83.9210261
"1201 BISHOP ST, PO BOX 310",UNION CITY,TN,38261,OBION,36.4242303,-89.0570096
1995 HIGHWAY 51 S,COVINGTON,TN,38019,TIPTON,35.5642474,-89.6464672
301 TYSON AV,PARIS,TN,38242,HENRY,36.2965552,-88.31051403906781
2835 HWY 231 NORTH,SHELBYVILLE,TN,37160,BEDFORD,35.483406,-86.4602717
1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,35.1437871,-90.02550488487395
1801 N JACKSON ST BOX 460,TULLAHOMA,TN,37388,COFFEE,35.3620235,-86.2094342
520 W MAIN ST,SMITHVILLE,TN,37166,DE KALB,35.9606186,-85.8141516
5655 FRIST BLVD,HERMITAGE,TN,37076,DAVIDSON,36.17613835,-86.60831998072908
1559 SPARTA STREET,MCMINNVILLE,TN,37110,WARREN,35.700135,-85.74275879073402
877 JEFFERSON AVENUE,MEMPHIS,TN,38103,SHELBY,35.1423974,-90.0320763
435 2ND ST,NEWPORT,TN,37821,COCKE,35.9642556,-83.1820745713973
2333 MCCALLIE AVE,CHATTANOOGA,TN,37404,HAMILTON,35.0349202,-85.26799264508269
3000 GETWELL RD,MEMPHIS,TN,38118,SHELBY,35.0670339,-89.93075319519315
2300 PATTERSON STREET,NASHVILLE,TN,37203,DAVIDSON,36.1531374,-86.8081093
CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,48.9121343,-120.7737772
9352 PARK WEST BLVD,KNOXVILLE,TN,37923,KNOX,35.9183031,-84.1030758
1607 SOUTH LOCUST AVENUE,LAWRENCEBURG,TN,38464,LAWRENCE,35.22765447929569,-87.33505948663091
2000 BROOKSIDE DR,KINGSPORT,TN,37660,SULLIVAN,36.55106575,-82.51444774717791
3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,35.9139533,-86.3794364
5959 PARK AVE,MEMPHIS,TN,38119,SHELBY,35.09797965,-89.86439736964769
300 MED TECH PARKWAY,JOHNSON CITY,TN,37604,WASHINGTON,36.336948500000005,-82.40168282759319
2305 CHAMBLISS AVE NW,CLEVELAND,TN,37311,BRADLEY,35.17673495,-84.87015504909581
315 OAK ST BOX 550,LIVINGSTON,TN,38570,OVERTON,36.3833961,-85.3230221
1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,36.141127049999994,-86.80394529388875
401 SEWELL DR,SPARTA,TN,38583,WHITE,35.9490678,-85.47687375248385
1411 BADDOUR PARKWAY,LEBANON,TN,37087,WILSON,36.2210698,-86.3271737
355 NEW SHACKLE ISLAND RD,HENDERSONVILLE,TN,37075,SUMNER,36.32542265,-86.6227581991838
391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,36.07623775,-86.72231611328925
324 DOOLITTLE ROAD,WOODBURY,TN,37190,CANNON,35.8329005,-86.072026446975
2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,36.1551457,-86.8033192
200 STONECREST BOULEVARD,SMYRNA,TN,37167,RUTHERFORD,35.9749264,-86.56590104711098
2986 KATE BOND RD,BARTLETT,TN,38133,SHELBY,35.2067993721141,-89.80224408162228
1009 NORTH THOMPSON LANE,MURFREESBORO,TN,37129,RUTHERFORD,35.864304399999995,-86.43040107995922
2545 NORTH WASHINGTON AVENUE,BROWNSVILLE,TN,38012,HAYWOOD,35.609805111734794,-89.24201864918199
620 SKYLINE DRIVE 5TH & 6TH FLOORS,JACKSON,TN,38301,MADISON,35.6144446,-88.8177418
135 EAST SWAN STREET,CENTERVILLE,TN,37033,HICKMAN,35.779524949999995,-87.45911483625177
500 CHURCH STREET,HARTSVILLE,TN,37074,TROUSDALE,36.3879675,-86.1682091920689
451 HIGHWAY 13 SOUTH,WAVERLY,TN,37185,HUMPHREYS,36.0830353,-87.7945789
1901 S SHADY ST,MOUNTAIN CITY,TN,37683,JOHNSON,36.453532249999995,-81.79755866908766
204 MEDICAL DRIVE,LAFAYETTE,TN,37083,MACON,36.5190054,-86.0269966138327
71 WHEELERTOWN AVENUE,PIKEVILLE,TN,37367,BLEDSOE,35.621116400000005,-85.19070536133641
158 HOSPITAL DRIVE,CARTHAGE,TN,37030,SMITH,36.26443795,-85.9500812599039
1080 NORTH ELLINGTON PARKWAY,LEWISBURG,TN,37091,MARSHALL,35.464732049999995,-86.78547873565165
9400 RHEA COUNTY HIGHWAY,DAYTON,TN,37321,RHEA,35.529807,-84.982913
1519 MAIN STREET HWY 33,SNEEDVILLE,TN,37869,HANCOCK,36.5297243,-83.217546
340 ASBURY AVENUE,RIPLEY,TN,38063,LAUDERDALE,35.74778835637039,-89.54524989224659
175 HOSPITAL DRIVE,CAMDEN,TN,38320,BENTON,36.05496375,-88.10774129717632
650 NUCKOLLS ROAD,BOLIVAR,TN,38008,HARDEMAN,35.26772735,-88.99962471938815
5001 EAST MAIN STREET,ERIN,TN,37061,HOUSTON,36.3201151,-87.68970507577605
18797 ALBERTA STREET,ONEIDA,TN,37841,SCOTT,36.528217671912486,-84.49319115720604
262 DANNY THOMAS PLACE,MEMPHIS,TN,38105,SHELBY,35.154389550000005,-90.0422209611228
2018 CLINCH AVE SW,KNOXVILLE,TN,37916,KNOX,35.9603948,-83.9210261
2001 N OREGON ST,EL PASO,TX,79902,EL PASO,31.770289050000002,-106.50093970595606
551 HILL COUNTRY DRIVE,KERRVILLE,TX,78028,KERR,30.04364555,-99.15276343380344
1600 11TH STREET,WICHITA FALLS,TX,76301,WICHITA,33.90246665,-98.50182101984726
2801 FRANCISCAN DR,BRYAN,TX,77802,BRAZOS,30.65592455,-96.34684721862918
5200 HARRY HINES BLVD,DALLAS,TX,75235,DALLAS,32.8143461,-96.8352697
301 UNIVERSITY BOULEVARD,GALVESTON,TX,77555,GALVESTON,29.310307,-94.774521
3500 GASTON AVE,DALLAS,TX,75246,DALLAS,32.789943199999996,-96.77792352832815
2701 HOSPITAL DRIVE,VICTORIA,TX,77901,VICTORIA,28.812803549999998,-96.97776483818416
4815 ALAMEDA AVE,EL PASO,TX,79905,EL PASO,31.7720199,-106.43489800332914
1040 W JEFFERSON ST,BROWNSVILLE,TX,78520,CAMERON,25.91724635,-97.5101547532971
1700 EAST SAUNDERS,LAREDO,TX,78044,WEBB,27.533052750000003,-99.47807596242151
700 E MARSHALL AVE,LONGVIEW,TX,75601,GREGG,32.50158735,-94.73005566391981
2101 PEASE ST,HARLINGEN,TX,78550,CAMERON,26.175246350000002,-97.67025574917116
2830 CALDER AVENUE,BEAUMONT,TX,77702,JEFFERSON,30.086977349999998,-94.13173759556338
1401 ST. JOSEPH PARKWAY,HOUSTON,TX,77002,HARRIS,29.7477865,-95.36620555381359
1500 S MAIN ST,FORT WORTH,TX,76104,TARRANT,32.726978,-97.326479
3615 19TH STREET,LUBBOCK,TX,79410,LUBBOCK,33.57689345,-101.89211173098738
6901 MEDICAL PARKWAY,WACO,TX,76712,MC LENNAN,31.5491899,-97.1474628
6201 HARRY HINES BLVD,DALLAS,TX,75390,DALLAS,32.8193736,-96.84919240399657
600 ELIZABETH STREET,CORPUS CHRISTI,TX,78404,NUECES,27.7778793,-97.39509022074301
1441 NORTH BECKLEY AVENUE,DALLAS,TX,75203,DALLAS,32.761253350000004,-96.82504595860804
2401 S  31ST ST,TEMPLE,TX,76508,BELL,31.07785755,-97.36273013920454
200 E ARIZONA,SWEETWATER,TX,79556,NOLAN,32.4530775,-100.39741561961858
1201 W 38TH ST,AUSTIN,TX,78705,TRAVIS,30.305094150000002,-97.7461123396568
111 DALLAS STREET,SAN ANTONIO,TX,78205,BEXAR,29.4336602,-98.49259264999999
800 W RANDOL MILL RD,ARLINGTON,TX,76012,TARRANT,32.748553900000005,-97.11605125914541
6411 FANNIN,HOUSTON,TX,77030,HARRIS,29.713315899999998,-95.39541727381926
100 MEDICAL DRIVE,LAKE JACKSON,TX,77566,BRAZORIA,29.0298232,-95.4526156627362
1901 N MACARTHUR BLVD,IRVING,TX,75061,DALLAS,32.8349093,-96.96102011870875
2001 N JEFFERSON,MOUNT PLEASANT,TX,75455,TITUS,33.175999149999996,-94.97180741722086
1500 E HOUSTON HWY,BEEVILLE,TX,78102,BEE,28.4008319,-97.7483312
1000 SOUTH BECKHAM AVE,TYLER,TX,75701,SMITH,32.33827745,-95.29032335732722
4401 BOOTH CALLOWAY ROAD,NORTH RICHLAND HILLS,TX,76180,TARRANT,32.8275548,-97.21295946756663
1900 HOSPITAL BLVD,GAINESVILLE,TX,76240,COOKE,33.6446895,-97.16252054789467
3333 N FOSTER MALDONADO BLVD,EAGLE PASS,TX,78852,MAVERICK,28.7083999,-100.503941
4000 SPENCER HWY,PASADENA,TX,77504,HARRIS,29.66145195,-95.18391397474741
100 HILLCREST MEDICAL BLVD,WACO,TX,76712,MC LENNAN,31.5491899,-97.1474628
800 EAST DAWSON,TYLER,TX,75701,SMITH,32.343194600000004,-95.29112364539603
1215 E COURT ST,SEGUIN,TX,78155,GUADALUPE,29.568297049999998,-97.94668157756769
1801 NORTH OREGON STREET,EL PASO,TX,79902,EL PASO,31.7699876,-106.49834227113362
499 10TH STREET,FLORESVILLE,TX,78114,WILSON,29.15887585,-98.17480935703003
1102 W TRENTON ROAD,EDINBURG,TX,78539,HIDALGO,26.261290199999998,-98.18179392709115
601 E 15TH STREET,AUSTIN,TX,78701,TRAVIS,30.275385464646465,-97.73436349494949
1401 EAST EIGHT STREET,WESLACO,TX,78596,HIDALGO,26.1594305,-97.9907362
500 W 4TH STREET,ODESSA,TX,79761,ECTOR,31.84501735,-102.3736714700328
400 ROSALIND REDFERN GROVER PARKWAY,MIDLAND,TX,79701,MIDLAND,31.9971096,-102.09964759277584
1301 PENNSYLVANIA AVENUE,FORT WORTH,TX,76104,TARRANT,32.7369675,-97.33885895982793
1400 EIGHTH AVE,FORT WORTH,TX,76104,TARRANT,32.753177,-97.3327459
1201 HILL RD ATTN: FIN DIR,SMITHVILLE,TX,78957,BASTROP,30.0056275,-97.1559077
720 HOSPITAL DRIVE,ANDREWS,TX,79714,ANDREWS,32.3376642,-102.54607738315804
506 E SAN ANTONIO ST,VICTORIA,TX,77901,VICTORIA,28.808133650000002,-96.99770287415996
201 WALLS DRIVE,CLEBURNE,TX,76033,JOHNSON,32.3321031,-97.43874554577988
2201 S CLEAR CREEK ROAD,KILLEEN,TX,76542,BELL,31.1128604,-97.80207001594687
801 BEDELL AVE,DEL RIO,TX,78840,VAL VERDE,29.3749845,-100.89215742366471
801 EAST THIRD,HEREFORD,TX,79045,DEAF SMITH,34.8245521,-102.398778
2412 50TH ST,LUBBOCK,TX,79412,LUBBOCK,33.549581599999996,-101.86927867495066
1311 GENERAL CAVAZOS BLVD,KINGSVILLE,TX,78363,KLEBERG,27.4898305,-97.85086998103773
1905 HWY 97 EAST,JOURDANTON,TX,78026,ATASCOSA,28.9180294,-98.5464069
900 SOUTH BRYAN ROAD,MISSION,TX,78572,HIDALGO,26.19590675,-98.31486920333285
1635  NORTH LOOP WEST,HOUSTON,TX,77008,HARRIS,29.8108722,-95.42982014819562
"6720 BERTNER AVE, STE MC1-266",HOUSTON,TX,77030,HARRIS,29.7589382,-95.3676974
501 S RAGSDALE,JACKSONVILLE,TX,75766,CHEROKEE,31.9601097,-95.27055848511714
865 DESHONG DR,PARIS,TX,75460,LAMAR,33.6874797,-95.5482588837663
1000 PINE STREET,TEXARKANA,TX,75501,BOWIE,33.42859215,-94.04795805032805
713 E ANDERSON ST,WEATHERFORD,TX,76086,PARKER,32.7479923,-97.78575715481713
1501 S  COULTER ST,AMARILLO,TX,79106,POTTER,35.20107685,-101.92062386425334
409 COTTAGE RD,CARTHAGE,TX,75633,PANOLA,32.16653685,-94.34663424890837
1201 WEST FRANK STREET,LUFKIN,TX,75901,ANGELINA,31.3386242,-94.7288558
4502 MEDICAL DR,SAN ANTONIO,TX,78229,BEXAR,29.5078264,-98.57809431949016
504 MEDICAL CENTER BLVD,CONROE,TX,77304,MONTGOMERY,30.28447226309625,-95.4662933440213
1900 PINE,ABILENE,TX,79601,TAYLOR,32.4718469,-99.73302769457042
1600 WALLACE BLVD,AMARILLO,TX,79106,POTTER,35.1967656,-101.91972718265674
1110 NORTH SARAH DEWITT DRIVE,GONZALES,TX,78629,GONZALES,29.517569199999997,-97.4289010998146
115 AIRPORT RD,SULPHUR SPRINGS,TX,75482,HOPKINS,33.157273149999995,-95.59998091784846
2827 BABCOCK ROAD,SAN ANTONIO,TX,78229,BEXAR,29.5146183,-98.5908916
215 CHISHOLM TRAIL,JACKSBORO,TX,76458,JACK,33.2195301,-98.1642475
44 N CUMMINGS ST,BELLVILLE,TX,77418,AUSTIN,29.950333685055934,-96.26178116130595
609 MEDICAL CENTER DRIVE,DECATUR,TX,76234,WISE,33.21711275,-97.59380920686715
